incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes,day_of_week
INC002734,arson,north,Lakewood,NC,8909 Elm Blvd,35.416702,-110.023062,2023-05-07 21:02:13,OFF0049,Emily,Wright,4179.0,SUS00797,James,White,15.0,male,white,VIC00190,William,Allen,70.0,male,,unknown,medium,Resolved,Case Dismissed,5.0,4284.95,yes,Incident at 8909 Elm Blvd. Officer responded at scene.,Sunday
INC003477,assault,northeast,Riverside,NC,9053 Main St,39.130284,-91.428201,2021-06-17 00:13:11,OFF0086,Nancy,Taylor,7069.0,SUS00791,Richard,Lee,75.0,female,Hispanic,VIC00240,James,Lee,29.0,female,760-723-3431,Unarmed,low,unknown,unknown,0.0,5777.74,yes,,Thursday
INC003244,sexual assault,southwest,Centerville,IL,3728 Park Rd,31.130776,77.0753,2023-03-13 20:47:31,OFF0114,Richard,Smith,9274.0,SUS00075,Robert,Lee,44.0,male,white,VIC00671,John,White,,male,333-543-8019,unknown,critical,under investigation,arrest made,4.0,,yes,Incident at 3728 Park Rd. Officer responded at scene.,Monday
INC003302,dui,southeast,Maplewood,NC,5133 Maple Dr,40.077801,-83.199372,2018-12-20 21:09:56,OFF0041,Susan,Thomas,9055.0,,,,,unknown,unknown,VIC00725,Karen,Green,72.0,male,955-625-8241,Knife,critical,Pendng,Arrest Made,4.0,28596.9,yes,,Thursday
INC004641,drug offense,southwest,Springfield,NC,4188 Washington Ave,38.780295,-117.317035,2019-03-16 08:44:12,OFF0033,Michael,Nguyen,3972.0,SUS00206,Michael,Lee,73.0,unknown,Asian,VIC00867,Mark,Johnson,69.0,female,,unknown,high,Pending,Arres Made,0.0,36813.62,yes,Incident at 4188 Washington Ave. Officer responded at scene.,Saturday
INC003759,cyber crime,central,Fairview,TX,2445 Cedar Lane,40.529559,-114.666546,2018-01-01 11:26:00,OFF0022,Nancy,Smith,5777.0,SUS00301,Chris,Wilson,26.0,female,Hispanic,VIC00422,Carol,Johnson,58.0,female,953-828-7268,Gun,low,Open,Dismissed,5.0,44741.64,yes,Incident at 2445 Cedar Lane. Officer responded at scene.,Monday
INC001384,assault,north,Hillcrest,PA,6968 Oak Ave,36.130808,-100.705795,2022-04-25 12:01:58,OFF0130,John,Martin,9357.0,SUS00246,Anthony,Thomas,,female,Black,VIC00666,John,Jones,55.0,male,9051568385,Rifle,medium,OPEN,Arres Made,1.0,30471.35,unknown,Incident at 6968 Oak Ave. Officer responded at scene.,Monday
INC003955,fraud,northeast,Hillcrest,CA,6525 Cedar Lane,32.595887,,2023-08-06 20:45:38,OFF0015,William,Nguyen,6050.0,SUS00001,Michelle,Allen,52.0,female,Other,VIC00470,Anthony,Thompson,73.0,male,812-164-4049,unknown,critical,Resolved,Warning Issued,0.0,,unknown,Incident at 6525 Cedar Lane. Officer responded at scene.,Sunday
INC001120,vandalism,northwest,Oakdale,FL,6694 Lincoln St,45.91592,-100.437643,2021-07-07 04:36:48,OFF0050,Richard,White,8782.0,SUS00069,Daniel,White,35.0,other,unknown,VIC00421,Ashley,Young,48.0,unknown,384-805-7303,Hands/Feet,medium,Pendng,unknown,5.0,27012.76,no,Incident at 6694 Lincoln St. Officer responded at scene.,Wednesday
INC002380,drug offense,east,Lakewood,CA,4533 Lincoln St,35.803667,-101.471264,2022-04-04 02:35:23,OFF0014,  Patricia  ,Davis,,SUS00793,William,Wright,64.0,female,white,VIC00684,Thomas,Torres,,female,(260) -50-5-3186,firearm,critical,open,unknown,0.0,,no,,Monday
INC004077,fraud,east,Maplewood,OH,5326 Elm Blvd,31.574295,-93.147373,2020-05-13 22:27:24,OFF0008,Jessica,Flores,5801.0,,,,,unknown,unknown,VIC00843,Sarah,Taylor,32.0,male,692-108-7999,firearm,critical,Investgation,unknown,5.0,5310.38,no,,Wednesday
INC004125,vandalism,southwest,Springfield,FL,5699 Washington Ave,28.807598,-100.152641,2018-07-25 01:26:11,OFF0097,Barbara,Nguyen,7495.0,,,,,unknown,unknown,VIC00421,John,Hill,28.0,female,655-721-6070,Hands/Feet,critical,under investigation,Case Dismissed,1.0,12247.55,no,Incident at 5699 Washington Ave. Officer responded at scene.,Wednesday
INC001270,trespassing,east,Fairview,NC,1947 Cedar Lane,30.045661,-80.134777,2024-10-06 23:20:08,OFF0030,Daniel,Harris,3792.0,SUS00287,Emily,Johnson,,male,Black,VIC00525,Thomas,Walker,14.0,female,623-216-8403,Firearm,medium,CLOSED,No Arrest,1.0,17006.86,yes,Incident at 1947 Cedar Lane. Officer responded at scene.,Sunday
INC000308,domestic violence,central,Centerville,PA,2752 Park Rd,25.395182,-72.010209,,OFF0020,John,Scott,2663.0,SUS00276,Jennifer,Thompson,,male,hispanic,VIC00567,Emily,Garcia,29.0,female,391-351-1143,Pistol,high,Under Investigation,unknown,4.0,40665.29,yes,Incident at 2752 Park Rd. Officer responded at scene.,
INC000273,domestic violence,southeast,Oakdale,GA,9032 Lincoln St,29.4215,-112.324982,2022-05-31 03:29:06,OFF0149,Richard,Walker,7342.0,SUS00765,Donna,Anderson,66.0,male,Other,VIC00442,Mark,Green,40.0,male,753-465-2262,unknown,medium,Pendng,Case Dismissed,4.0,28947.92,no,Incident at 9032 Lincoln St. Officer responded at scene.,Tuesday
INC002955,kidnapping,west,Oakdale,NC,9222 Maple Dr,46.836461,-121.184847,2022-05-02 02:17:38,OFF0048,Daniel,Green,4448.0,SUS00054,Charles,Allen,40.0,unknown,white,VIC00124,Richard,Scott,29.0,unknown,249-602-9447,unknown,critical,Pending,Dismissed,3.0,36803.22,no,Incident at 9222 Maple Dr. Officer responded at scene.,Monday
INC000942,dui,north,Maplewood,OH,6874 Elm Blvd,40.39423,-86.696435,,OFF0120,James,Flores,4427.0,SUS00161,Karen,Torres,55.0,female,hispanic,VIC00366,Anthony,Taylor,16.0,male,793-665-1522,unknown,low,CLOSED,arrest made,5.0,45312.98,yes,Incident at 6874 Elm Blvd. Officer responded at scene.,
INC004738,robbery,east,Riverside,AZ,7623 Elm Blvd,27.240054,-74.13289,2024-11-17 04:01:05,OFF0046,Nancy,Taylor,2942.0,SUS00099,Carol,Green,50.0,male,White,VIC00420,Carol,Davis,39.0,female,357-800-5248,Knife,critical,open,No Arrest,2.0,13426.58,no,Incident at 7623 Elm Blvd. Officer responded at scene.,Sunday
INC004446,dui,northwest,Centerville,NC,728 Park Rd,,-79.358317,2020-09-24 00:32:00,OFF0083,  Michelle  ,Moore,1772.0,SUS00051,Robert,Jackson,,female,Hispanic,VIC00318,Mark,Lee,,male,738-197-6487,unknown,low,under investigation,Arres Made,4.0,10551.76,no,Incident at 728 Park Rd. Officer responded at scene.,Thursday
INC004175,fraud,south,Riverside,OH,5189 Cedar Lane,33.867361,-112.797944,2024-12-16 01:25:02,OFF0062,Matthew,Jackson,2880.0,SUS00301,John,Young,,unknown,unknown,VIC00799,Carol,Johnson,55.0,other,611-356-8166,unknown,critical,Under Investigation,warning,4.0,,yes,Incident at 5189 Cedar Lane. Officer responded at scene.,Monday
INC002049,dui,northwest,Oakdale,TX,9952 Lincoln St,36.705626,-121.711085,2020-11-12 17:51:06,OFF0038,Jessica,Young,2568.0,SUS00294,Joseph,Williams,15.0,female,unknown,VIC00349,Richard,Garcia,,female,,Bat,medium,Investgation,Dismissed,,35207.48,unknown,Incident at 9952 Lincoln St. Officer responded at scene.,Thursday
INC003867,arson,northeast,Lakewood,PA,4143 Washington Ave,38.355239,-110.327003,2021-09-05 06:37:23,OFF0078,Nancy,Hall,1107.0,,,,,unknown,unknown,VIC00527,Susan,Brown,48.0,male,250-935-9316,unknown,critical,Closed,No Arrest,1.0,17042.67,unknown,Incident at 4143 Washington Ave. Officer responded at scene.,Sunday
INC004646,robbery,north,Fairview,IL,2254 Elm Blvd,37.854406,-84.332136,2019-08-27 01:16:54,OFF0112,Donna,Young,1163.0,,,,,unknown,unknown,VIC00966,Matthew,Wright,82.0,male,511-768-9504,Knife,low,unknown,warning,5.0,33574.12,yes,Incident at 2254 Elm Blvd. Officer responded at scene.,Tuesday
INC002990,vandalism,northeast,Hillcrest,OH,4714 Main St,,-95.85267,2021-09-25 15:49:14,OFF0008,Linda,Anderson,1033.0,SUS00274,Matthew,Thomas,37.0,male,Unknown,VIC00852,James,Nguyen,68.0,male,788-182-1667,blunt object,medium,closed,Case Dismissed,1.0,49012.93,no,Incident at 4714 Main St. Officer responded at scene.,Saturday
INC004818,robbery,east,Maplewood,NY,6509 Elm Blvd,39.841563,-99.343418,2023-07-31 00:42:25,OFF0030,Mark,Davis,6445.0,SUS00792,Thomas,Wright,16.0,female,Other,VIC00699,Ashley,Flores,15.0,female,778-848-1100,Unarmed,medium,Open,warning,4.0,28671.24,no,Incident at 6509 Elm Blvd. Officer responded at scene.,Monday
INC004513,domestic violence,north,Springfield,GA,3952 Maple Dr,45.588045,-94.722342,2019-01-13 06:19:15,OFF0150,Michael,Brown,9725.0,SUS00737,Ashley,Martin,55.0,other,white,VIC00992,Linda,Garcia,67.0,male,423-335-2020,unknown,low,Resolved,Dismissed,2.0,21816.88,unknown,Incident at 3952 Maple Dr. Officer responded at scene.,Sunday
INC000927,vandalism,southeast,Fairview,PA,3045 Park Rd,43.774407,-93.684004,2022-09-24 22:13:14,OFF0109,Daniel,Williams,8858.0,SUS00227,Robert,Torres,43.0,male,BLACK,VIC00026,Matthew,Miller,88.0,unknown,903-439-2085,blunt object,high,under investigation,Arres Made,4.0,2461.85,no,Incident at 3045 Park Rd. Officer responded at scene.,Saturday
INC000246,fraud,northwest,Hillcrest,PA,5684 Cedar Lane,29.77128,-85.618001,2022-04-15 03:27:34,OFF0142,Anthony,Wright,5406.0,SUS00093,Michael,Wilson,28.0,male,Other,VIC00033,Thomas,Hall,90.0,other,686-243-8655,Pistol,medium,Resolved,NO ARREST,5.0,29419.54,yes,Incident at 5684 Cedar Lane. Officer responded at scene.,Friday
INC004131,dui,west,Maplewood,TX,1026 Oak Ave,35.578914,-118.226335,2023-08-11 02:43:00,OFF0125,David,Wilson,6373.0,,,,,unknown,unknown,VIC00463,Joseph,Davis,12.0,other,301-116-7935,firearm,critical,Resolved,Arres Made,0.0,1107.34,yes,Incident at 1026 Oak Ave. Officer responded at scene.,Friday
INC001171,drug offense,central,Centerville,OH,3336 Main St,26.602861,,2024-05-17 21:38:21,OFF0055,Linda,Thompson,5286.0,SUS00330,David,Torres,15.0,female,Hispanic,VIC00672,John,Green,,unknown,733-762-9237,Gun,medium,Closed,Case Dismissed,0.0,6407.12,yes,Incident at 3336 Main St. Officer responded at scene.,Friday
INC001315,theft,south,Centerville,TX,7478 Maple Dr,46.5039,-108.592092,2018-03-03 16:49:34,OFF0086,Linda,Scott,2093.0,SUS00545,Jessica,Taylor,,male,Hispanic,VIC00191,Chris,Harris,59.0,unknown,326-556-3570,unknown,low,open,Arrest Made,0.0,12295.28,yes,,Saturday
INC000006,trespassing,north,Centerville,GA,8702 Elm Blvd,26.30823,-95.592918,2019-08-01 08:06:49,OFF0018,Nancy,Williams,4853.0,,,,,unknown,unknown,VIC00912,Charles,Lee,15.0,unknown,,Pistol,critical,OPEN,Case Dismissed,5.0,35809.59,no,Incident at 8702 Elm Blvd. Officer responded at scene.,Thursday
INC003619,domestic violence,central,Oakdale,GA,2328 Oak Ave,46.220976,-118.881224,2023-01-25 04:01:06,OFF0135,Mark,Taylor,3099.0,SUS00481,Sarah,Harris,21.0,unknown,Hispanic,VIC00538,Patricia,Green,29.0,unknown,965-622-7513,blunt object,high,OPEN,No Arrest,3.0,11702.24,yes,Incident at 2328 Oak Ave. Officer responded at scene.,Wednesday
INC003068,sexual assault,north,Fairview,OH,1251 Oak Ave,33.68042,-102.876334,2019-04-09 15:21:08,OFF0047,Karen,Jackson,2189.0,,,,,unknown,unknown,VIC00149,David,Jackson,52.0,female,205-612-9942,Firearm,unknown,Open,Warning Issued,1.0,37948.94,yes,Incident at 1251 Oak Ave. Officer responded at scene.,Tuesday
INC004445,sexual assault,east,Fairview,TX,4019 Park Rd,29.345902,-71.001162,2024-10-26 07:52:08,OFF0083,Patricia,Martin,4000.0,SUS00064,Michelle,Harris,46.0,female,White,VIC00700,Robert,Williams,66.0,unknown,495-560-3888,hands,medium,Investgation,unknown,1.0,36173.1,unknown,,Saturday
INC000414,arson,east,Oakdale,NY,3722 Elm Blvd,44.408238,-70.366941,2019-10-05 12:48:21,OFF0129,Nancy,Flores,7313.0,SUS00690,Michael,Miller,67.0,male,BLACK,VIC00922,Thomas,Taylor,24.0,unknown,(755) -93-0-7594,firearm,high,CLOSED,No Arrest,1.0,21702.67,yes,Incident at 3722 Elm Blvd. Officer responded at scene.,Saturday
INC000638,vandalism,southwest,Fairview,NC,3644 Elm Blvd,26.756606,-103.437776,2022-11-28 06:55:00,OFF0106,Patricia,Martin,4434.0,SUS00054,Joseph,Wright,59.0,male,Unknown,VIC00282,Michelle,Thompson,11.0,male,240-259-3421,unknown,low,Under Investigation,arrest made,4.0,48390.28,no,Incident at 3644 Elm Blvd. Officer responded at scene.,Monday
INC000366,homicide,southwest,Riverside,NY,5349 Lincoln St,29.248283,-101.484978,2021-03-15 20:14:34,OFF0068,  Karen  ,Jackson,9821.0,SUS00633,Linda,Allen,52.0,female,unknown,VIC00634,Barbara,Green,74.0,female,780-419-2479,Pistol,medium,Resolved,unknown,2.0,,yes,,Monday
INC000668,drug offense,midtown,Fairview,NC,3512 Washington Ave,25.933266,-113.797383,,OFF0015,Robert,Davis,1738.0,SUS00524,Chris,Young,68.0,unknown,BLACK,VIC00288,Nancy,Walker,,female,427-405-4804,Rifle,low,under investigation,NO ARREST,4.0,16498.83,no,,
INC004618,vandalism,east,Riverside,PA,1578 Lincoln St,45.34477,-85.939282,2021-12-17 19:41:36,OFF0122,Linda,Jones,9642.0,SUS00708,Joseph,Wright,52.0,female,white,VIC00663,Thomas,Flores,,male,,Hands/Feet,critical,closed,Arrest Made,2.0,10679.53,yes,Incident at 1578 Lincoln St. Officer responded at scene.,Friday
INC004992,sexual assault,east,Oakdale,GA,8236 Elm Blvd,28.375959,-79.359306,2018-05-30 00:29:44,OFF0042,barbara,Wilson,2672.0,,,,,unknown,unknown,VIC00312,John,Allen,22.0,male,,Unarmed,medium,Closed,warning,3.0,4010.45,no,Incident at 8236 Elm Blvd. Officer responded at scene.,Wednesday
INC000147,sexual assault,east,Fairview,FL,9294 Oak Ave,25.324643,-94.65644,2024-07-30 17:51:00,OFF0117,Anthony,Hall,9096.0,SUS00122,Michael,Miller,75.0,female,Other,VIC00295,Richard,Jones,65.0,female,,Gun,low,unknown,Case Dismissed,3.0,9018.49,yes,,Tuesday
INC003288,homicide,north,Riverside,FL,1655 Oak Ave,30.345759,-108.201058,2023-03-16 03:36:53,OFF0077,  Patricia  ,Nguyen,4504.0,SUS00456,Michael,Scott,20.0,unknown,Other,VIC00382,Patricia,Green,,female,356-921-3769,Blunt Object,medium,Under Investigation,NO ARREST,5.0,2190.05,no,Incident at 1655 Oak Ave. Officer responded at scene.,Thursday
INC003844,vandalism,north,Riverside,NY,4370 Main St,28.896735,-117.04372,2023-04-21 09:20:43,OFF0001,WILLIAM,Brown,1629.0,SUS00391,Carol,Nguyen,74.0,male,Black,VIC00481,Charles,Scott,55.0,male,948-501-7797,unknown,low,OPEN,unknown,4.0,9283.17,no,Incident at 4370 Main St. Officer responded at scene.,Friday
INC004833,trespassing,east,Oakdale,CA,8796 Lincoln St,43.336592,,2022-09-07 09:00:03,OFF0103,Jessica,Moore,4030.0,SUS00532,Carol,Anderson,66.0,other,Black,VIC00430,Karen,White,55.0,other,,Bat,high,unknown,Dismissed,0.0,12116.82,yes,,Wednesday
INC000377,fraud,east,Lakewood,NC,7824 Maple Dr,36.781216,-118.128697,2018-06-15 21:23:00,OFF0068,Emily,Wright,7003.0,SUS00273,Patricia,Nguyen,50.0,male,Unknown,VIC00301,Anthony,Nguyen,15.0,male,645-898-9286,unknown,low,Pendng,Arres Made,1.0,6316.43,no,Incident at 7824 Maple Dr. Officer responded at scene.,Friday
INC004508,domestic violence,northwest,Fairview,FL,1889 River Rd,47.930987,-83.724517,2021-09-25 23:21:00,OFF0142,Anthony,Green,7091.0,,,,,unknown,unknown,VIC00256,John,Allen,36.0,female,(340) -26-0-8222,firearm,low,CLOSED,arrest made,1.0,46940.17,yes,Incident at 1889 River Rd. Officer responded at scene.,Saturday
INC003717,domestic violence,north,Lakewood,TX,7336 Park Rd,29.491673,-116.460672,2018-07-07 07:14:58,OFF0057,Mary,Jackson,1560.0,SUS00601,Joseph,Garcia,25.0,male,Other,VIC00641,David,Johnson,,male,435-389-3956,blunt object,low,Pendng,unknown,5.0,17713.83,no,Incident at 7336 Park Rd. Officer responded at scene.,Saturday
INC001302,theft,northwest,Hillcrest,PA,6233 Cedar Lane,38.743267,-79.053957,2018-02-01 01:16:51,OFF0127,Mary,Miller,9480.0,SUS00228,Barbara,Garcia,44.0,female,unknown,VIC00226,Robert,Moore,72.0,male,626-783-5871,unknown,high,Pendng,Warning Issued,2.0,34761.16,no,Incident at 6233 Cedar Lane. Officer responded at scene.,Thursday
INC000424,arson,central,Centerville,NC,6074 Sunset Blvd,28.926021,-74.63639,2021-02-26 10:56:13,OFF0126,David,Walker,6710.0,SUS00773,Thomas,Wright,22.0,female,unknown,VIC00053,John,White,84.0,male,948-651-2212,unknown,low,under investigation,Dismissed,1.0,31964.89,no,Incident at 6074 Sunset Blvd. Officer responded at scene.,Friday
INC000938,sexual assault,northeast,Oakdale,IL,1071 Main St,29.917531,-94.198989,2018-07-15 17:19:16,OFF0125,Mark,Davis,3958.0,SUS00654,Anthony,Jones,28.0,female,Unknown,VIC00439,Mark,Flores,56.0,female,639-865-2041,unknown,high,unknown,Arrest Made,1.0,38042.18,yes,Incident at 1071 Main St. Officer responded at scene.,Sunday
INC003743,assault,central,Maplewood,PA,5061 River Rd,46.268418,-100.566603,2022-11-27 00:40:38,OFF0028,Barbara,Walker,8744.0,SUS00515,Thomas,Scott,,male,asian,VIC00882,Chris,Green,37.0,male,826-551-9189,Blunt Object,medium,Closed,No Arrest,2.0,30374.07,yes,,Sunday
INC001431,sexual assault,northeast,Oakdale,OH,8013 Main St,43.93512,-103.989753,2019-03-10 10:48:25,OFF0135,DANIEL,Moore,5649.0,SUS00198,Donna,Jones,54.0,unknown,White,VIC00728,Karen,Williams,,female,244-830-7733,firearm,critical,unknown,Case Dismissed,4.0,,unknown,Incident at 8013 Main St. Officer responded at scene.,Sunday
INC001025,fraud,central,Fairview,AZ,4288 Main St,32.112466,-72.679203,2021-02-23 17:21:41,OFF0041,Emily,Hall,8944.0,SUS00652,Carol,Torres,16.0,male,white,VIC00258,Jessica,Thomas,,male,6639088234,Unarmed,medium,Closed,unknown,5.0,23.14,yes,Incident at 4288 Main St. Officer responded at scene.,Tuesday
INC001058,dui,midtown,Oakdale,OH,7935 Maple Dr,31.975119,-75.115228,2019-08-04 00:00:00,OFF0002,Donna,Davis,9964.0,,,,,unknown,unknown,VIC00239,Joseph,Walker,60.0,female,,unknown,critical,Open,No Arrest,2.0,43832.41,no,Incident at 7935 Maple Dr. Officer responded at scene.,Sunday
INC004223,dui,west,Riverside,TX,9169 Main St,32.98948,-120.679342,2023-08-10 03:06:34,OFF0038,Jessica,Flores,3672.0,,,,,unknown,unknown,VIC00576,Daniel,Flores,64.0,unknown,859-672-4835,Gun,medium,unknown,NO ARREST,0.0,42871.62,no,Incident at 9169 Main St. Officer responded at scene.,Thursday
INC004451,sexual assault,east,Centerville,PA,4642 Main St,36.513153,-101.053265,2023-11-30 07:07:25,OFF0063,Joseph,Thompson,6810.0,SUS00307,Richard,Wright,30.0,other,Unknown,,,,,unknown,,Unarmed,high,closed,Warning Issued,1.0,3811.14,no,,Thursday
INC001265,fraud,east,Fairview,NY,821 Main St,30.988058,-102.526372,2023-11-30 01:32:38,OFF0131,Mark,Thomas,9748.0,SUS00344,Robert,Jones,,other,unknown,VIC01000,Matthew,Thomas,54.0,unknown,895-738-8836,unknown,low,unknown,No Arrest,2.0,13606.95,unknown,,Thursday
INC002441,drug offense,midtown,Riverside,GA,1358 Cedar Lane,41.26759,-115.368381,2019-12-12 00:12:36,OFF0019,Karen,Garcia,5808.0,SUS00199,Carol,Flores,29.0,unknown,Other,VIC00366,Robert,Brown,20.0,female,486-368-7804,Hands/Feet,high,unknown,NO ARREST,1.0,19396.75,no,Incident at 1358 Cedar Lane. Officer responded at scene.,Thursday
INC000462,arson,north,Centerville,FL,3242 Washington Ave,34.979089,-85.282914,2018-07-16 09:58:14,OFF0004,James,Lee,6552.0,SUS00233,David,Walker,71.0,male,hispanic,VIC00760,Jennifer,Williams,60.0,unknown,,Firearm,high,Investgation,Arrest Made,4.0,39050.63,no,Incident at 3242 Washington Ave. Officer responded at scene.,Monday
INC002548,arson,northeast,Oakdale,CA,6125 Park Rd,25.320476,-80.509104,2018-07-13 12:16:06,OFF0052,Matthew,Johnson,2653.0,SUS00319,Carol,Garcia,74.0,unknown,Hispanic,VIC00780,Barbara,Moore,20.0,unknown,518-277-6504,Rifle,critical,Closed,arrest made,1.0,25293.78,yes,Incident at 6125 Park Rd. Officer responded at scene.,Friday
INC001363,trespassing,northwest,Maplewood,AZ,4023 Elm Blvd,46.251462,-81.094731,2019-07-25 00:00:00,OFF0033,William,Miller,9018.0,SUS00324,Emily,Allen,60.0,female,Black,VIC00437,Charles,Thomas,88.0,female,962-966-8310,Blunt Object,medium,closed,No Arrest,0.0,13420.33,no,Incident at 4023 Elm Blvd. Officer responded at scene.,Thursday
INC003895,dui,northeast,Maplewood,CA,5126 River Rd,41.891281,-80.172681,2020-06-14 20:45:34,OFF0005,Mary,Wilson,,,,,,unknown,unknown,VIC00764,Daniel,Davis,24.0,female,608-620-9845,Rifle,medium,unknown,unknown,4.0,,yes,Incident at 5126 River Rd. Officer responded at scene.,Sunday
INC002914,theft,east,Riverside,GA,2071 Lincoln St,26.400864,-73.977015,2024-04-28 00:24:19,OFF0098,Karen,Allen,2586.0,,,,,unknown,unknown,VIC00702,Mark,Brown,68.0,male,674-643-5176,Pistol,low,under investigation,Warning Issued,0.0,24816.65,no,Incident at 2071 Lincoln St. Officer responded at scene.,Sunday
INC001895,drug offense,east,Riverside,FL,8813 Cedar Lane,27.073653,95.4934,2023-05-24 07:31:01,OFF0047,Joseph,Harris,7159.0,SUS00366,Susan,Torres,51.0,female,Hispanic,VIC00972,Linda,Scott,29.0,female,472-268-6199,hands,low,Investgation,warning,2.0,,no,Incident at 8813 Cedar Lane. Officer responded at scene.,Wednesday
INC004972,burglary,south,Hillcrest,PA,6061 Elm Blvd,31.727826,-109.290448,2019-11-18 15:50:48,OFF0150,Barbara,Green,7919.0,SUS00302,Carol,Miller,26.0,female,unknown,VIC00301,William,Williams,50.0,unknown,612-471-8077,unknown,high,Resolved,unknown,5.0,30789.74,unknown,Incident at 6061 Elm Blvd. Officer responded at scene.,Monday
INC000478,sexual assault,west,Maplewood,PA,7962 River Rd,121.6356,-115.121933,2021-06-19 21:18:53,OFF0047,Linda,Taylor,7159.0,SUS00003,James,Jones,,female,Black,VIC00758,James,Jones,57.0,male,768-559-1097,KNIFE,critical,open,Dismissed,3.0,2420.93,yes,Incident at 7962 River Rd. Officer responded at scene.,Saturday
INC004261,homicide,northwest,Springfield,OH,4894 Sunset Blvd,29.835846,-97.895445,2019-11-04 20:55:37,OFF0137,Barbara,Jackson,9992.0,SUS00494,Jennifer,Green,64.0,male,BLACK,VIC00237,William,Anderson,,male,970-598-2099,Bat,low,open,Dismissed,5.0,32781.49,no,Incident at 4894 Sunset Blvd. Officer responded at scene.,Monday
INC001225,arson,central,Maplewood,FL,5559 Park Rd,36.172438,-114.789593,2023-02-02 08:22:37,OFF0077,John,Torres,9125.0,SUS00514,William,Harris,62.0,male,White,VIC00160,Robert,Martin,34.0,female,256-717-2077,Rifle,critical,Closed,Arres Made,,530.05,unknown,Incident at 5559 Park Rd. Officer responded at scene.,Thursday
INC001040,fraud,east,Springfield,TX,5484 Elm Blvd,39.103576,-73.773382,2022-02-20 12:40:49,OFF0108,Karen,Anderson,5714.0,SUS00414,John,Thomas,,male,White,VIC00650,Jennifer,Johnson,75.0,other,308-943-3174,hands,low,CLOSED,unknown,3.0,21635.38,unknown,Incident at 5484 Elm Blvd. Officer responded at scene.,Sunday
INC004475,sexual assault,south,Oakdale,OH,8909 Washington Ave,36.936015,-84.593483,2021-07-08 04:21:58,OFF0027,John,Jones,9518.0,SUS00106,John,Nguyen,71.0,male,Black,VIC00994,Michael,Walker,81.0,female,932-282-1677,Bat,critical,Closed,unknown,,16243.76,no,Incident at 8909 Washington Ave. Officer responded at scene.,Thursday
INC000166,sexual assault,south,Springfield,PA,5133 Oak Ave,43.000864,,2024-10-28 00:00:00,OFF0114,Mary,Moore,8075.0,,,,,unknown,unknown,VIC00058,Barbara,Hill,58.0,female,,blunt object,high,Resolved,unknown,4.0,530.33,yes,Incident at 5133 Oak Ave. Officer responded at scene.,Monday
INC004363,theft,northeast,Centerville,GA,3384 Park Rd,42.615113,-108.966839,2020-04-28 10:06:13,OFF0035,Linda,Walker,,SUS00688,Thomas,Moore,41.0,male,Black,VIC00163,Robert,Jones,23.0,unknown,856-998-4919,unknown,high,unknown,Arrest Made,5.0,27380.36,unknown,Incident at 3384 Park Rd. Officer responded at scene.,Tuesday
INC002985,sexual assault,south,Maplewood,NC,5075 Lincoln St,28.683238,,2022-03-28 00:00:00,OFF0060,Ashley,Young,9092.0,SUS00665,James,Allen,26.0,unknown,Unknown,VIC00899,Richard,Young,23.0,unknown,275-546-2888,unknown,high,unknown,arrest made,1.0,,yes,Incident at 5075 Lincoln St. Officer responded at scene.,Monday
INC001220,arson,south,Springfield,TX,7121 River Rd,36.570434,-93.19724,2024-06-22 02:33:33,OFF0106,Joseph,Torres,8200.0,SUS00540,Linda,Wright,23.0,female,unknown,VIC00462,Donna,Miller,88.0,male,242-332-7401,Blunt Object,high,Resolved,Arres Made,4.0,10427.25,yes,Incident at 7121 River Rd. Officer responded at scene.,Saturday
INC004554,cyber crime,southwest,Fairview,FL,3512 Lincoln St,26.712835,-75.028663,,OFF0092,SARAH,Flores,1270.0,SUS00351,Linda,Nguyen,19.0,male,hispanic,VIC00441,Barbara,Walker,,other,855-416-9794,unknown,high,under investigation,Dismissed,2.0,40395.55,no,,
INC004636,dui,northwest,Centerville,FL,8495 Cedar Lane,,-119.05104,2020-03-28 04:25:12,OFF0022,Charles,Scott,8195.0,SUS00444,Robert,Johnson,61.0,male,White,VIC00413,Chris,Wilson,75.0,female,814-335-5882,Unarmed,critical,unknown,Arres Made,3.0,37945.92,yes,Incident at 8495 Cedar Lane. Officer responded at scene.,Saturday
INC001366,fraud,central,Fairview,FL,1077 Elm Blvd,45.045316,-103.656977,2019-04-23 03:40:48,OFF0065,Barbara,Davis,8554.0,SUS00425,Anthony,Lee,,other,unknown,,,,,unknown,,unknown,critical,closed,unknown,,45865.31,unknown,Incident at 1077 Elm Blvd. Officer responded at scene.,Tuesday
INC001370,assault,northwest,Riverside,NY,3496 Lincoln St,27.770229,-96.437927,2019-07-09 00:00:00,OFF0034,Karen,Martin,3584.0,SUS00659,Nancy,Garcia,,unknown,hispanic,VIC00328,Matthew,Miller,77.0,male,250-481-6224,Gun,medium,OPEN,Arrest Made,,34459.49,no,Incident at 3496 Lincoln St. Officer responded at scene.,Tuesday
